İlçe,Mahalle,Oda Sayısı,Salon Sayısı,Banyo Sayısı,Brüt M2,Kat Sayısı,Bulunduğu Kat,Kat Index,Bina Yaşı,Eşya Durumu,Kullanım Durumu,Doğu,Batı,Kuzey,Güney,Kira
Odunpazarı,Emek Mah.,2,1,1,80,3,2,0.6666666666666666,6,1,0,1,0,0,0,11000
Tepebaşı,Fatih Mah.,2,1,1,100,4,2,0.5,9,0,0,0,1,0,1,16000
Odunpazarı,Karapınar Mah.,3,1,1,130,7,5,0.7142857142857143,11,0,0,0,1,0,1,14500
Tepebaşı,Çamlıca Mah.,3,1,1,125,3,3,1.0,11,1,0,0,0,1,1,25000
Odunpazarı,Emek Mah.,5,1,2,180,4,3,0.75,3,1,0,1,1,0,0,21000
Tepebaşı,Işıklar Mah.,3,1,1,135,4,4,1.0,15,1,0,0,0,0,1,16000
Tepebaşı,Bahçelievler Mah.,3,1,1,135,10,5,0.5,25,0,0,0,0,1,1,18000
Tepebaşı,Işıklar Mah.,3,1,1,110,4,1,0.25,15,1,0,0,0,1,1,15000
Odunpazarı,71 Evler Mah.,3,1,1,130,3,3,1.0,1,0,0,1,0,0,1,21000
Odunpazarı,İstiklal Mah.,1,1,1,70,4,1,0.25,18,1,0,0,0,0,0,15000
Tepebaşı,Kumlubel Mah.,3,1,1,120,4,4,1.0,8,0,0,0,0,0,1,15000
Odunpazarı,Büyükdere Mah.,1,1,1,50,3,1,0.3333333333333333,5,0,0,1,1,0,0,9000
Tepebaşı,Uluönder Mah.,3,1,1,110,5,3,0.6,30,0,0,0,1,1,0,16000
Odunpazarı,Kırmızıtoprak Mah.,3,1,1,145,3,3,1.0,12,1,0,1,1,0,0,19500
Tepebaşı,Şarhöyük Mah.,3,1,2,140,1,2,2.0,1,0,0,1,1,0,0,20000
Odunpazarı,Emek Mah.,3,1,1,130,4,2,0.5,3,0,0,1,1,0,1,10000
Tepebaşı,Batıkent Mah.,3,1,2,175,3,3,1.0,1,0,0,0,1,1,1,30500
Tepebaşı,Cumhuriye Mah.,2,1,1,100,3,1,0.3333333333333333,35,0,0,0,0,0,0,14000
Tepebaşı,Şarhöyük Mah.,2,0,1,75,4,2,0.5,10,0,1,0,0,0,1,15000
Odunpazarı,71 Evler Mah.,3,1,1,150,4,4,1.0,10,0,0,1,1,0,1,20000
Odunpazarı,Sümer Mah.,3,1,2,160,9,6,0.6666666666666666,21,1,0,1,1,1,0,36000
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,1,0.3333333333333333,10,0,1,1,0,0,0,13000
Odunpazarı,Gökmeydan Mah.,3,1,1,130,3,1,0.3333333333333333,12,0,0,0,0,0,1,17500
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,3,1.0,6,1,1,0,0,0,1,12500
Tepebaşı,Yenibağlar Mah.,3,1,1,121,7,2,0.2857142857142857,21,0,0,1,1,0,1,18000
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,1,0.3333333333333333,10,0,0,0,1,0,0,10000
Tepebaşı,Eskibağlar Mah.,3,1,1,135,4,0,0.0,21,1,0,0,0,0,1,22000
Odunpazarı,Gökmeydan Mah.,1,1,1,65,4,4,1.0,5,1,0,0,1,0,0,15250
Odunpazarı,Orhangazi Mah.,3,1,1,125,3,3,1.0,10,0,0,1,1,0,0,15500
Tepebaşı,Fatih Mah.,2,1,1,115,5,1,0.2,9,0,0,0,0,0,0,16000
Odunpazarı,Kırmızıtoprak Mah.,1,1,1,50,4,1,0.25,17,1,0,0,0,1,1,11000
Odunpazarı,Akarbaşı Mah.,3,1,1,135,7,5,0.7142857142857143,21,0,0,0,0,1,1,25000
Odunpazarı,Büyükdere Mah.,2,1,1,100,3,1,0.3333333333333333,15,0,0,0,0,0,1,12000
Odunpazarı,71 Evler Mah.,2,0,1,105,3,1,0.3333333333333333,3,0,0,0,0,0,0,13000
Tepebaşı,Işıklar Mah.,3,1,1,130,3,2,0.6666666666666666,25,0,0,0,0,0,1,15000
Odunpazarı,Yenidoğan Mah.,2,1,1,100,3,0,0.0,31,0,0,0,0,1,1,11000
Tepebaşı,Ömerağa Mah.,3,1,1,140,4,2,0.5,25,0,1,1,1,0,0,15000
Tepebaşı,Mustafa Kemal Paşa Mah.,3,1,1,160,7,3,0.42857142857142855,35,0,0,0,0,0,0,17500
Odunpazarı,Osmangazi Mah.,3,1,1,135,3,1,0.3333333333333333,12,0,0,1,0,1,0,15000
Odunpazarı,Osmangazi Mah.,3,1,2,160,3,3,1.0,11,0,0,1,0,0,1,20000
Tepebaşı,Bahçelievler Mah.,1,1,1,60,4,1,0.25,5,0,0,1,0,0,1,10250
Tepebaşı,Hoşnudiye Mah.,2,2,1,157,6,4,0.6666666666666666,39,0,0,1,0,0,0,20000
Odunpazarı,71 Evler Mah.,2,0,1,85,3,3,1.0,1,0,0,1,0,0,0,12500
Tepebaşı,Şeker Mah.,3,1,1,130,3,3,1.0,18,0,0,0,0,0,1,16000
Odunpazarı,Arifiye Mah.,3,1,1,125,4,4,1.0,30,0,0,1,0,1,0,17500
Tepebaşı,Zafer Mah.,3,1,1,115,4,1,0.25,25,0,0,0,0,0,1,10500
Odunpazarı,Gökmeydan Mah.,3,1,1,135,12,8,0.6666666666666666,25,0,0,0,0,0,1,15000
Odunpazarı,Kırmızıtoprak Mah.,2,1,1,110,6,3,0.5,26,0,0,1,1,0,1,13750
Tepebaşı,Hoşnudiye Mah.,1,0,1,50,4,2,0.5,5,1,0,1,1,0,1,14000
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,3,1.0,8,1,0,1,0,0,0,10000
Tepebaşı,Şirintepe Mah.,2,1,1,95,5,1,0.2,5,0,0,1,1,1,1,13000
Odunpazarı,Büyükdere Mah.,1,1,1,60,3,3,1.0,5,1,0,1,1,0,0,15000
Odunpazarı,Gökmeydan Mah.,2,1,1,95,1,3,3.0,40,0,0,1,0,0,0,10500
Odunpazarı,Alanönü Mah.,2,1,1,105,5,5,1.0,30,0,0,0,1,0,1,9000
Tepebaşı,Şirintepe Mah.,2,1,1,110,3,1,0.3333333333333333,5,0,0,0,0,0,0,15000
Tepebaşı,Sütlüce Mah.,2,1,1,110,3,2,0.6666666666666666,5,0,0,1,0,0,1,14000
Tepebaşı,Merkez Yeni Mah.,3,1,1,120,7,7,1.0,26,1,0,1,1,0,0,20000
Tepebaşı,Fatih Mah.,2,1,1,115,5,1,0.2,10,0,0,0,0,0,1,14000
Odunpazarı,Gültepe Mah.,3,1,2,130,9,5,0.5555555555555556,24,0,0,1,0,0,1,15000
Odunpazarı,İstiklal Mah.,3,1,1,130,4,1,0.25,25,1,0,0,0,0,0,25000
Tepebaşı,Zafer Mah.,2,1,1,100,2,0,0.0,35,0,0,1,0,0,1,10000
Odunpazarı,İstiklal Mah.,3,1,1,105,2,2,1.0,35,0,0,0,0,0,0,17000
Tepebaşı,Şeker Mah.,3,1,1,130,6,4,0.6666666666666666,20,0,0,0,0,1,0,18000
Tepebaşı,Bahçelievler Mah.,1,1,1,65,4,2,0.5,10,1,0,1,0,0,0,13000
Tepebaşı,Yenibağlar Mah.,1,1,1,40,4,4,1.0,17,1,0,0,0,1,1,10000
Tepebaşı,Batıkent Mah.,3,1,2,145,13,3,0.23076923076923078,25,0,0,0,0,0,0,18000
Tepebaşı,Yenibağlar Mah.,3,1,1,115,3,3,1.0,16,1,0,0,0,0,0,17000
Odunpazarı,Emek Mah.,2,1,1,90,4,1,0.25,9,0,0,1,0,0,0,12500
Tepebaşı,Şirintepe Mah.,1,1,1,60,3,2,0.6666666666666666,10,1,0,0,0,1,1,11500
Tepebaşı,Yeşiltepe Mah.,3,1,1,130,2,0,0.0,10,0,0,0,0,0,0,13000
Tepebaşı,Çamlıca Mah.,3,1,1,140,4,3,0.75,5,0,0,0,0,1,0,15500
Odunpazarı,Alanönü Mah.,2,1,1,100,6,0,0.0,25,0,0,0,0,1,1,12000
Odunpazarı,Akarbaşı Mah.,3,1,1,130,3,2,0.6666666666666666,18,0,0,1,0,1,0,16500
Tepebaşı,Bahçelievler Mah.,1,1,1,65,5,1,0.2,8,0,0,1,0,0,1,12500
Tepebaşı,Zafer Mah.,1,1,1,50,4,0,0.0,7,0,0,0,0,0,0,8500
Tepebaşı,Eskibağlar Mah.,1,1,1,55,8,6,0.75,10,0,0,0,1,0,0,15000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,4,1.0,5,1,0,0,0,0,0,10500
Tepebaşı,Şirintepe Mah.,2,1,1,125,3,3,1.0,5,0,0,1,1,0,0,18000
Tepebaşı,Yenibağlar Mah.,1,1,1,60,4,4,1.0,12,1,0,0,1,0,0,15000
Odunpazarı,Kırmızıtoprak Mah.,3,1,1,150,6,4,0.6666666666666666,5,0,0,1,1,0,0,25000
Odunpazarı,Gökmeydan Mah.,2,1,1,90,5,4,0.8,10,0,0,0,0,1,0,18500
Odunpazarı,Büyükdere Mah.,1,1,1,55,2,1,0.5,13,0,0,0,0,1,1,7500
Tepebaşı,Cumhuriye Mah.,3,1,1,130,2,2,1.0,30,0,0,1,1,0,0,17000
Tepebaşı,İhsaniye Mah.,1,1,1,65,4,1,0.25,1,1,1,0,0,0,0,18500
Tepebaşı,Hayriye Mah.,2,1,1,95,7,0,0.0,21,1,0,1,0,0,1,16000
Tepebaşı,Yenibağlar Mah.,1,0,1,30,4,0,0.0,14,1,1,0,0,0,0,4500
Tepebaşı,Şirintepe Mah.,1,1,1,62,4,3,0.75,8,1,0,1,0,0,1,12500
Tepebaşı,Batıkent Mah.,1,1,1,50,2,1,0.5,5,1,0,1,0,0,0,15000
Tepebaşı,Yenibağlar Mah.,2,1,1,95,3,4,1.3333333333333333,10,0,0,1,1,0,0,17000
Tepebaşı,Zafer Mah.,2,1,1,105,4,4,1.0,5,0,0,1,0,0,0,13000
Odunpazarı,Gültepe Mah.,3,1,1,120,3,3,1.0,15,0,0,0,0,1,1,15000
Tepebaşı,Aşağı Söğütönü Mah.,3,1,1,125,2,1,0.5,28,0,0,1,1,1,1,12000
Odunpazarı,Büyükdere Mah.,1,1,1,52,2,2,1.0,12,0,0,0,1,0,0,9500
Odunpazarı,Vişnelik Mah.,2,1,1,75,4,0,0.0,20,0,0,1,1,0,0,12000
Tepebaşı,Sütlüce Mah.,1,1,1,60,3,2,0.6666666666666666,5,0,0,0,0,1,1,8500
Tepebaşı,Uluönder Mah.,3,1,1,160,5,3,0.6,15,1,0,1,0,0,1,20000
Odunpazarı,Erenköy Mah.,2,1,1,95,4,2,0.5,11,1,0,1,1,0,0,16000
Odunpazarı,Osmangazi Mah.,2,1,1,110,5,2,0.4,25,0,0,0,0,0,0,20500
Odunpazarı,Emek Mah.,3,1,1,140,3,1,0.3333333333333333,9,0,0,0,0,0,0,15500
Odunpazarı,Büyükdere Mah.,2,1,1,120,3,2,0.6666666666666666,16,0,1,0,0,0,1,18000
Odunpazarı,Büyükdere Mah.,1,1,1,55,2,1,0.5,1,1,0,1,1,0,0,20000
Odunpazarı,Büyükdere Mah.,3,1,1,135,4,3,0.75,16,0,0,1,1,0,0,18000
Tepebaşı,Bahçelievler Mah.,1,1,1,60,4,1,0.25,11,1,0,0,1,1,0,11000
Tepebaşı,Ömerağa Mah.,2,1,1,110,4,3,0.75,20,0,0,0,0,0,0,15000
Odunpazarı,Orhangazi Mah.,4,1,2,220,2,0,0.0,3,0,0,0,0,0,0,49000
Tepebaşı,Sütlüce Mah.,1,1,1,65,3,3,1.0,10,0,0,0,0,0,1,8000
Tepebaşı,Hacı Seyit Mah.,2,1,1,110,4,4,1.0,19,0,0,0,0,1,1,18000
Odunpazarı,İstiklal Mah.,1,1,1,60,3,1,0.3333333333333333,7,0,0,0,0,0,1,13000
Tepebaşı,Bahçelievler Mah.,3,1,1,135,10,5,0.5,20,0,0,0,0,0,0,20000
Odunpazarı,Yenikent Mah.,2,1,1,95,5,5,1.0,26,0,0,0,1,0,1,10000
Tepebaşı,Şirintepe Mah.,3,1,1,120,3,3,1.0,6,0,0,1,1,0,0,16000
Tepebaşı,Yenibağlar Mah.,2,1,1,83,4,1,0.25,11,0,0,0,0,0,0,13000
Tepebaşı,Batıkent Mah.,1,1,1,60,3,3,1.0,10,0,0,1,1,0,0,13000
Tepebaşı,Mamure Mah.,3,1,1,140,7,4,0.5714285714285714,25,0,0,0,1,1,0,15000
Tepebaşı,Güllük Mah.,2,1,1,95,4,4,1.0,19,0,0,1,0,0,0,15000
Odunpazarı,Gökmeydan Mah.,3,1,1,120,7,7,1.0,25,0,0,1,0,0,0,11000
Tepebaşı,Bahçelievler Mah.,1,1,1,60,4,1,0.25,13,0,0,1,0,0,0,9500
Odunpazarı,Kırmızıtoprak Mah.,3,1,1,145,6,4,0.6666666666666666,11,0,0,1,0,1,0,20000
Tepebaşı,Uluönder Mah.,3,1,1,130,4,2,0.5,40,1,0,1,0,1,0,20000
Tepebaşı,Güllük Mah.,1,1,1,50,4,2,0.5,12,0,0,0,0,1,0,10500
Tepebaşı,Eskibağlar Mah.,1,1,1,55,4,3,0.75,17,0,0,0,0,0,1,11000
Odunpazarı,Büyükdere Mah.,1,1,1,65,3,0,0.0,10,0,1,1,0,0,0,11000
Tepebaşı,Tunalı Mah.,1,0,1,40,5,5,1.0,4,0,0,0,1,0,0,9000
Tepebaşı,Bahçelievler Mah.,1,1,1,62,5,1,0.2,4,1,0,1,0,0,1,15950
Tepebaşı,Şirintepe Mah.,1,0,1,35,3,3,1.0,10,0,0,1,1,0,0,11000
Tepebaşı,Zafer Mah.,3,1,1,130,7,4,0.5714285714285714,20,0,1,1,0,0,0,17000
Tepebaşı,Eskibağlar Mah.,1,1,1,45,3,3,1.0,15,0,0,0,1,0,0,9000
Odunpazarı,İstiklal Mah.,1,1,1,50,4,4,1.0,10,1,0,0,0,0,0,11500
Tepebaşı,Batıkent Mah.,3,1,1,110,2,1,0.5,3,0,1,0,0,0,0,16000
Odunpazarı,Sümer Mah.,3,1,1,150,3,3,1.0,11,0,0,0,0,0,0,26750
Tepebaşı,Çamlıca Mah.,2,1,1,95,3,1,0.3333333333333333,11,0,0,0,0,0,1,10000
Odunpazarı,Kurtuluş Mah.,3,1,1,135,3,0,0.0,33,0,0,1,1,0,0,12500
Tepebaşı,Mustafa Kemal Paşa Mah.,3,1,1,125,2,2,1.0,8,0,0,1,0,0,1,16500
Tepebaşı,Yenibağlar Mah.,1,1,1,50,3,3,1.0,11,1,0,1,1,0,0,10500
Odunpazarı,Kırmızıtoprak Mah.,1,0,1,45,3,2,0.6666666666666666,17,1,0,0,0,1,1,10000
Tepebaşı,Şirintepe Mah.,1,1,1,55,3,3,1.0,25,0,0,1,0,0,0,8000
Tepebaşı,Ertuğrulgazi Mah.,3,1,1,120,3,3,1.0,30,0,0,1,1,0,0,13000
Tepebaşı,Yenibağlar Mah.,3,1,1,140,4,4,1.0,18,0,0,0,0,1,1,20500
Tepebaşı,Ertuğrulgazi Mah.,2,1,1,105,3,2,0.6666666666666666,31,0,0,1,1,0,0,13500
Odunpazarı,Karapınar Mah.,3,1,1,135,8,5,0.625,7,0,0,1,0,0,0,16000
Tepebaşı,Bahçelievler Mah.,1,1,1,45,4,1,0.25,14,0,0,0,0,0,0,12000
Odunpazarı,Kurtuluş Mah.,1,3,2,130,5,4,0.8,8,0,0,1,0,1,0,20500
Tepebaşı,Batıkent Mah.,3,1,1,170,3,3,1.0,5,0,0,1,0,0,0,36000
Tepebaşı,Bahçelievler Mah.,1,1,1,72,5,2,0.4,7,0,0,1,0,0,1,14500
Odunpazarı,Kırmızıtoprak Mah.,1,0,1,30,4,2,0.5,15,1,0,0,0,1,1,7500
Tepebaşı,Ertuğrulgazi Mah.,3,1,1,110,2,2,1.0,30,0,0,0,0,0,0,13000
Tepebaşı,Güllük Mah.,2,1,1,95,3,2,0.6666666666666666,11,0,0,0,1,1,0,20000
Tepebaşı,Yenibağlar Mah.,1,1,1,65,4,3,0.75,10,1,0,0,0,0,0,15000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,2,0.5,20,1,0,1,0,0,0,11000
Tepebaşı,Bahçelievler Mah.,1,1,1,55,4,4,1.0,13,0,0,0,1,1,0,9000
Tepebaşı,Esentepe Mah.,2,1,1,120,3,2,0.6666666666666666,23,1,0,0,1,0,1,16000
Tepebaşı,Şeker Mah.,1,1,1,50,3,3,1.0,6,1,0,1,0,0,0,10000
Odunpazarı,Emek Mah.,3,1,1,140,3,2,0.6666666666666666,5,0,0,0,0,0,0,20000
Odunpazarı,Emek Mah.,3,1,1,145,3,3,1.0,1,0,0,0,0,0,1,17000
Tepebaşı,Şirintepe Mah.,2,1,1,95,4,1,0.25,27,1,0,0,0,0,1,18000
Tepebaşı,Zafer Mah.,2,1,1,105,7,1,0.14285714285714285,9,1,0,1,0,0,1,18500
Tepebaşı,Fatih Mah.,1,1,1,65,4,1,0.25,4,0,0,1,0,0,1,11000
Odunpazarı,Büyükdere Mah.,1,0,1,30,3,2,0.6666666666666666,5,1,0,1,1,0,0,7000
Tepebaşı,Şirintepe Mah.,2,1,1,60,3,0,0.0,8,0,0,0,0,0,0,11000
Tepebaşı,Hoşnudiye Mah.,3,1,1,120,3,3,1.0,30,0,0,0,0,0,0,11000
Odunpazarı,Büyükdere Mah.,1,0,1,65,2,2,1.0,12,0,0,0,0,0,0,11000
Odunpazarı,Kırmızıtoprak Mah.,3,1,1,135,5,3,0.6,11,0,0,0,0,0,0,22000
Odunpazarı,Büyükdere Mah.,1,1,1,65,3,1,0.3333333333333333,11,0,0,1,1,0,0,11000
Tepebaşı,Eskibağlar Mah.,1,1,1,65,3,1,0.3333333333333333,21,0,0,0,1,0,0,13000
Odunpazarı,Yenikent Mah.,2,1,1,95,5,2,0.4,25,0,0,0,0,0,0,13000
Odunpazarı,Gökmeydan Mah.,2,1,1,120,7,7,1.0,16,0,0,0,1,0,0,13500
Odunpazarı,Büyükdere Mah.,1,1,1,60,3,3,1.0,10,0,0,1,1,0,0,14000
Tepebaşı,Eskibağlar Mah.,1,1,1,55,4,3,0.75,25,0,0,1,0,0,0,10000
Tepebaşı,Hoşnudiye Mah.,1,1,1,60,3,2,0.6666666666666666,5,1,0,1,1,0,1,10000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,2,0.5,10,0,1,0,0,0,0,10000
Tepebaşı,Şarhöyük Mah.,2,1,1,120,7,1,0.14285714285714285,5,0,1,1,0,0,0,15000
Tepebaşı,Şarhöyük Mah.,2,0,1,75,4,1,0.25,15,0,0,0,0,0,1,13000
Tepebaşı,Yenibağlar Mah.,1,1,1,50,6,3,0.5,20,0,0,1,0,0,1,13000
Odunpazarı,Büyükdere Mah.,1,1,1,60,3,2,0.6666666666666666,12,1,0,0,1,0,1,12500
Tepebaşı,Yenibağlar Mah.,1,1,1,45,4,2,0.5,12,0,0,1,0,0,0,12500
Tepebaşı,Şirintepe Mah.,1,1,1,50,3,1,0.3333333333333333,10,1,0,1,1,0,0,9000
Odunpazarı,71 Evler Mah.,2,0,1,65,3,1,0.3333333333333333,2,0,0,1,1,0,0,8000
Odunpazarı,Deliklitaş Mah.,4,1,1,200,4,2,0.5,35,0,0,0,0,0,0,16000
Odunpazarı,Vişnelik Mah.,2,1,1,120,4,4,1.0,20,0,0,1,1,0,0,15000
Tepebaşı,Çamlıca Mah.,2,1,1,95,3,2,0.6666666666666666,7,0,0,0,0,0,0,16500
Odunpazarı,Büyükdere Mah.,1,1,1,70,3,1,0.3333333333333333,6,1,0,0,0,0,0,13250
Tepebaşı,Çamlıca Mah.,1,1,1,55,3,1,0.3333333333333333,6,0,0,0,0,0,0,10250
Tepebaşı,Güllük Mah.,3,1,1,135,4,3,0.75,20,0,0,0,0,1,1,20000
Odunpazarı,71 Evler Mah.,2,1,1,100,4,4,1.0,4,0,0,0,0,0,0,16500
Odunpazarı,Gündoğdu Mah.,3,1,1,115,4,2,0.5,8,0,0,0,0,0,0,18000
Tepebaşı,Ömerağa Mah.,3,0,1,125,4,4,1.0,12,0,0,0,0,0,0,18000
Tepebaşı,Batıkent Mah.,1,1,1,70,4,2,0.5,11,0,0,1,1,0,0,13000
Odunpazarı,Kırmızıtoprak Mah.,3,1,1,120,4,4,1.0,26,0,0,0,0,0,0,16000
Tepebaşı,Eskibağlar Mah.,1,1,1,60,3,0,0.0,16,1,0,0,1,0,0,10500
Tepebaşı,Çamlıca Mah.,3,1,2,135,3,1,0.3333333333333333,2,0,0,1,0,1,0,22000
Tepebaşı,Zafer Mah.,2,1,2,105,4,1,0.25,5,0,0,0,0,1,1,13000
Tepebaşı,Yenibağlar Mah.,2,1,1,85,4,2,0.5,16,0,0,0,0,0,0,16000
Tepebaşı,Bahçelievler Mah.,1,1,1,62,4,2,0.5,12,1,0,1,0,0,1,14000
Tepebaşı,Yeşiltepe Mah.,2,1,1,90,2,1,0.5,21,0,0,0,0,0,0,11000
Tepebaşı,Sütlüce Mah.,1,1,1,70,3,3,1.0,9,0,0,1,1,0,1,9000
Tepebaşı,Eskibağlar Mah.,1,1,1,53,4,2,0.5,5,1,0,0,0,0,0,17000
Odunpazarı,Emek Mah.,2,0,1,65,3,3,1.0,4,0,0,1,0,0,0,10000
Tepebaşı,Sütlüce Mah.,1,1,1,45,4,4,1.0,15,1,0,0,0,0,0,8000
Tepebaşı,Yenibağlar Mah.,2,1,1,60,4,1,0.25,9,0,0,1,0,0,0,10500
Tepebaşı,Yenibağlar Mah.,1,1,1,50,4,4,1.0,13,0,1,0,1,0,0,10500
Tepebaşı,Şirintepe Mah.,2,1,1,110,3,2,0.6666666666666666,4,0,0,0,0,0,0,12000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,1,0.25,12,1,1,0,0,0,0,15000
Tepebaşı,Batıkent Mah.,3,1,2,130,3,2,0.6666666666666666,13,0,0,1,1,0,0,21000
Tepebaşı,Bahçelievler Mah.,1,1,1,70,3,1,0.3333333333333333,11,1,0,1,0,0,0,14000
Tepebaşı,Bahçelievler Mah.,2,1,1,90,4,0,0.0,21,0,0,1,0,0,0,16000
Tepebaşı,Çamlıca Mah.,2,1,1,130,3,3,1.0,7,1,0,0,0,0,1,20000
Tepebaşı,Ertuğrulgazi Mah.,2,1,1,110,3,3,1.0,4,0,0,0,0,0,1,18000
Odunpazarı,Çankaya Mah.,3,1,1,135,1,1,1.0,25,0,1,0,0,0,0,13500
Tepebaşı,Bahçelievler Mah.,1,1,1,55,4,2,0.5,12,0,1,0,0,0,0,12000
Odunpazarı,Vişnelik Mah.,3,1,1,125,7,2,0.2857142857142857,30,0,0,0,0,0,0,20000
Tepebaşı,Sütlüce Mah.,1,0,1,30,2,1,0.5,1,1,0,1,1,0,0,7000
Tepebaşı,Şirintepe Mah.,1,1,1,65,3,1,0.3333333333333333,10,0,0,1,1,0,0,9000
Odunpazarı,Büyükdere Mah.,1,1,1,65,2,1,0.5,4,1,0,0,0,0,0,13250
Odunpazarı,71 Evler Mah.,2,1,1,110,2,1,0.5,15,0,0,1,0,0,1,11000
Tepebaşı,Işıklar Mah.,1,1,1,70,4,2,0.5,7,1,1,0,0,0,0,13000
Tepebaşı,Yenibağlar Mah.,1,1,1,55,4,4,1.0,11,0,0,0,0,0,1,11000
Tepebaşı,Mustafa Kemal Paşa Mah.,1,1,1,55,3,3,1.0,14,0,0,1,0,0,1,8000
Tepebaşı,Batıkent Mah.,3,1,1,110,3,3,1.0,22,0,0,1,1,0,0,13500
Odunpazarı,Büyükdere Mah.,1,1,1,60,3,2,0.6666666666666666,11,0,0,1,0,0,0,9000
Tepebaşı,Şirintepe Mah.,1,1,1,50,3,3,1.0,8,1,0,0,1,0,0,10000
Tepebaşı,Ömerağa Mah.,3,1,1,125,7,0,0.0,20,0,0,1,0,0,0,14000
Tepebaşı,Şirintepe Mah.,3,1,1,130,2,1,0.5,31,0,0,1,1,1,0,8000
Odunpazarı,Erenköy Mah.,3,1,1,135,4,2,0.5,11,0,0,1,1,0,0,14000
Tepebaşı,Bahçelievler Mah.,3,1,2,125,4,1,0.25,5,0,0,1,0,0,1,21000
Tepebaşı,Yenibağlar Mah.,3,1,1,110,4,4,1.0,15,0,1,1,0,0,0,17000
Tepebaşı,Güllük Mah.,1,1,1,53,3,1,0.3333333333333333,5,0,0,0,0,0,0,10000
Tepebaşı,Zafer Mah.,2,1,1,85,4,2,0.5,5,0,0,1,1,0,0,12000
Tepebaşı,Cumhuriye Mah.,1,0,1,35,4,0,0.0,7,1,0,1,0,0,1,7500
Odunpazarı,Büyükdere Mah.,1,1,1,55,3,0,0.0,5,0,0,0,0,0,0,11550
Odunpazarı,Vişnelik Mah.,3,1,1,140,7,6,0.8571428571428571,30,0,0,0,0,1,1,19000
Tepebaşı,Güllük Mah.,2,1,1,90,4,3,0.75,5,0,0,0,0,1,1,15000
Odunpazarı,Emek Mah.,2,1,1,117,3,1,0.3333333333333333,8,0,1,0,0,0,0,12000
Odunpazarı,Büyükdere Mah.,1,0,1,65,2,2,1.0,12,0,0,0,0,0,0,11250
Odunpazarı,İstiklal Mah.,1,1,1,70,3,1,0.3333333333333333,5,0,0,1,1,0,0,12000
Tepebaşı,Yenibağlar Mah.,2,1,1,110,4,3,0.75,26,1,0,1,1,0,0,18000
Odunpazarı,Akarbaşı Mah.,3,1,1,120,5,5,1.0,31,0,0,1,0,0,0,11000
Odunpazarı,Büyükdere Mah.,1,0,1,50,3,1,0.3333333333333333,13,0,0,1,0,0,0,8000
Tepebaşı,Mustafa Kemal Paşa Mah.,2,0,1,80,4,4,1.0,11,1,0,0,0,0,0,15500
Tepebaşı,Bahçelievler Mah.,1,1,1,60,4,4,1.0,5,1,0,0,0,0,0,11000
Odunpazarı,Yıldıztepe Mah.,1,1,1,50,3,1,0.3333333333333333,8,0,0,0,0,0,1,8000
Tepebaşı,Eskibağlar Mah.,1,1,1,55,5,4,0.8,10,0,0,1,1,0,0,10500
Tepebaşı,Fatih Mah.,2,1,1,95,4,4,1.0,9,0,0,0,0,1,1,12000
Tepebaşı,Şarhöyük Mah.,2,1,1,95,4,2,0.5,6,0,0,0,1,0,0,14000
Tepebaşı,Yenibağlar Mah.,1,0,1,20,4,4,1.0,5,1,0,0,0,0,1,10000
Tepebaşı,Hacı Ali Bey Mah.,2,1,1,110,3,0,0.0,20,0,0,1,1,0,0,10000
Odunpazarı,Gökmeydan Mah.,3,1,2,225,4,4,1.0,15,0,0,0,0,1,1,20000
Tepebaşı,Çamlıca Mah.,3,1,2,150,3,2,0.6666666666666666,5,0,0,1,0,0,1,18000
Tepebaşı,Mamure Mah.,3,1,1,138,7,1,0.14285714285714285,22,1,0,0,0,0,1,20000
Tepebaşı,Şirintepe Mah.,1,0,1,30,3,2,0.6666666666666666,5,1,0,0,0,1,1,11500
Tepebaşı,Güllük Mah.,3,1,1,125,4,2,0.5,16,0,0,0,0,1,1,18000
Odunpazarı,Kurtuluş Mah.,3,1,1,90,5,0,0.0,25,1,0,0,1,1,0,15000
Tepebaşı,Aşağı Söğütönü Mah.,3,1,2,160,3,1,0.3333333333333333,1,0,0,1,1,0,1,30000
Tepebaşı,Güllük Mah.,1,1,1,65,4,4,1.0,13,1,0,0,0,1,0,13000
Tepebaşı,Şarhöyük Mah.,1,1,1,60,4,2,0.5,9,0,0,0,0,0,0,10000
Tepebaşı,Yenibağlar Mah.,1,1,1,48,4,2,0.5,11,0,0,0,0,0,0,10000
Tepebaşı,Yenibağlar Mah.,2,1,1,90,4,2,0.5,11,0,0,0,0,1,1,13500
Odunpazarı,Gültepe Mah.,3,1,1,130,3,2,0.6666666666666666,9,0,0,1,1,0,0,16500
Tepebaşı,Şirintepe Mah.,1,1,1,50,3,3,1.0,15,1,0,0,1,0,0,11000
Tepebaşı,Çamlıca Mah.,2,1,1,95,3,3,1.0,4,0,0,0,0,0,1,16000
